date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2023-09-01,18,1,4,98,18,4,30,11,1,2,1,7,3,0,4,0,0,67,22,70,0,0,0,5,6,3,2,1,13,10,14,7,6,0,5,0,14,0,22,3,12,0,0,63,21,0,18,10,0,16,21,6,14
2023-10-01,11,1,3,97,13,3,28,12,1,2,1,28,4,0,4,8,0,58,19,69,0,0,0,2,7,4,2,2,13,11,15,7,7,0,3,0,13,0,19,5,7,0,0,0,10,10,17,0,0,13,16,5,7
2023-11-01,7,1,2,54,8,2,20,20,1,18,1,51,8,0,2,18,0,57,13,50,0,0,0,1,3,2,1,1,7,7,9,3,4,0,2,0,4,0,10,2,3,0,0,0,6,6,9,0,0,7,8,3,4
2023-12-01,6,1,2,46,9,2,21,17,1,21,1,48,8,0,4,20,0,45,11,41,0,0,0,1,3,1,1,1,5,4,8,3,3,0,1,0,4,0,8,0,4,0,0,0,7,0,10,0,0,6,9,3,4
2024-01-01,6,1,2,48,8,3,26,14,6,12,13,62,3,0,5,12,0,53,9,28,0,0,0,0,2,2,1,1,6,5,7,2,3,0,1,0,5,0,7,0,3,0,0,0,6,0,9,0,0,6,7,3,3
2024-02-01,8,1,2,76,11,6,28,18,46,4,21,12,3,0,5,8,0,82,14,100,0,0,0,1,3,2,2,1,8,7,11,4,5,0,2,0,10,0,24,0,0,0,0,0,9,9,14,0,0,9,9,2,4
2024-03-01,8,1,2,77,10,17,60,56,2,3,89,26,4,1,6,8,0,100,17,35,0,0,0,0,4,1,1,1,10,6,9,3,4,0,2,0,6,0,16,3,3,0,53,0,8,7,11,0,0,8,9,3,3
2024-04-01,6,1,2,67,9,4,58,22,1,26,5,8,7,0,4,0,0,85,12,57,0,0,0,1,4,2,2,1,10,5,7,4,3,0,2,0,6,0,12,0,4,0,0,0,6,0,7,0,0,7,8,3,3
2024-05-01,6,1,2,60,9,2,81,21,1,3,1,7,7,0,5,0,0,59,10,48,0,0,0,1,4,3,2,1,10,5,6,2,3,0,1,0,7,0,8,0,3,0,0,38,3,0,7,0,0,7,8,3,2
2024-06-01,5,1,2,58,10,2,57,19,1,2,1,76,11,0,4,8,0,56,10,80,0,0,0,1,6,3,1,1,10,4,6,2,3,0,1,0,3,0,6,0,3,0,0,46,4,0,6,0,0,7,7,1,2
2024-07-01,5,1,2,56,10,1,65,16,1,2,1,34,2,0,6,12,0,56,13,33,0,0,0,0,3,2,1,1,9,3,5,2,2,0,2,0,3,0,6,0,0,0,0,52,0,6,6,0,0,6,5,2,2
2024-08-01,6,1,2,67,12,2,32,12,2,2,1,73,3,0,6,0,0,58,10,50,0,0,0,0,3,2,2,1,11,4,6,2,3,0,2,0,5,0,8,0,0,0,0,71,6,6,8,0,0,7,7,2,2
2024-09-01,5,1,2,60,10,2,28,11,1,2,1,69,3,0,11,8,0,70,7,30,0,0,84,1,4,2,2,1,12,4,6,2,3,0,1,0,3,0,7,0,3,0,0,51,4,0,6,0,0,5,5,2,2
2024-10-01,5,1,2,74,9,2,25,11,3,2,1,35,6,0,6,0,0,87,10,94,0,0,0,0,8,5,2,1,12,5,6,2,3,0,1,0,4,0,7,0,0,0,0,100,4,0,7,0,0,6,5,2,3
2024-11-01,5,1,2,65,10,3,26,14,1,12,3,46,8,0,5,0,0,88,9,59,0,0,0,0,2,2,2,0,9,3,6,2,2,0,2,0,3,0,5,0,3,0,0,0,4,0,7,0,0,6,6,2,3
2024-12-01,5,1,2,79,13,8,29,15,1,27,9,12,3,1,5,4,16,88,7,26,0,0,0,1,3,2,1,1,10,3,5,2,2,0,1,5,4,0,5,1,1,1,0,26,4,5,8,1,0,5,5,2,2
